#time Xenon_content radius partial_radius Xenon_gb
116.853 196.629 1.58506 1.58506 0.000704993
118.215 196.629 1.58518 1.58518 0.000712952
118.215 196.629 1.58518 1.58518 0.000712952
119.576 196.629 1.58531 1.58531 0.000720902
119.576 196.629 1.58531 1.58531 0.000720902
120.938 196.629 1.58543 1.58543 0.000728846
120.938 196.629 1.58543 1.58543 0.000728846
122.3 196.629 1.58556 1.58556 0.000736787
122.3 196.629 1.58556 1.58556 0.000736787
123.661 196.629 1.58568 1.58568 0.000744716
123.661 196.629 1.58568 1.58568 0.000744716
125.023 196.629 1.58581 1.58581 0.000752637
125.023 196.629 1.58581 1.58581 0.000752637
126.384 196.629 1.58593 1.58593 0.000760556
126.384 196.629 1.58594 1.58594 0.000760556
127.746 196.629 1.58606 1.58606 0.00076847
127.746 196.629 1.58606 1.58606 0.00076847
129.108 196.629 1.58618 1.58618 0.000776377
129.108 196.629 1.58618 1.58618 0.000776377
130.469 196.629 1.58631 1.58631 0.00078428
130.469 196.629 1.58631 1.58631 0.00078428
131.831 196.629 1.58644 1.58644 0.000792188
131.831 196.629 1.58644 1.58644 0.000792188
133.192 196.629 1.58656 1.58656 0.00080009
133.465 196.629 1.58659 1.58659 0.00080167
133.465 196.629 1.58659 1.58659 0.00080167
135.099 196.629 1.58674 1.58674 0.000811144
135.099 196.629 1.58674 1.58674 0.000811144
136.732 196.629 1.58688 1.58688 0.000820603
136.732 196.629 1.58688 1.58688 0.000820603
138.366 196.628 1.58703 1.58703 0.000830058
138.366 196.628 1.58704 1.58704 0.000830058
140 196.628 1.58719 1.58719 0.000839509
140 196.628 1.58719 1.58719 0.000839509
141.634 196.628 1.58733 1.58733 0.000848956
141.634 196.628 1.58733 1.58733 0.000848956
143.268 196.628 1.58748 1.58748 0.000858394
143.268 196.628 1.58748 1.58748 0.000858394
144.902 196.628 1.58763 1.58763 0.00086782
144.902 196.628 1.58763 1.58763 0.00086782
146.536 196.628 1.58778 1.58778 0.000877241
146.536 196.628 1.58778 1.58778 0.000877241
148.17 196.628 1.58793 1.58793 0.000886654
148.17 196.628 1.58794 1.58794 0.000886654
149.804 196.628 1.58808 1.58808 0.000896057
149.804 196.628 1.58808 1.58808 0.000896057
151.438 196.628 1.58823 1.58823 0.000905458
151.438 196.628 1.58823 1.58823 0.000905458
153.072 196.628 1.58838 1.58838 0.00091485
153.072 196.628 1.58838 1.58838 0.00091485
154.705 196.628 1.58853 1.58853 0.000924233
154.705 196.595 1.58852 1.58852 0.000924233
156.339 196.595 1.58867 1.58867 0.000933604
156.339 196.595 1.58867 1.58867 0.000933604
157.973 196.595 1.58882 1.58882 0.000942966
157.973 196.595 1.58882 1.58882 0.000942966
159.607 196.595 1.58896 1.58896 0.000952314
159.607 196.595 1.58896 1.58896 0.000952314
161.241 196.595 1.58911 1.58911 0.000961652
161.568 196.595 1.58914 1.58914 0.000963519
161.568 196.561 1.58913 1.58913 0.000963519
163.529 196.561 1.58931 1.58931 0.000974716
163.529 196.527 1.5893 1.5893 0.000974716
165.489 196.527 1.58948 1.58948 0.000985873
165.489 196.527 1.58948 1.58948 0.000985873
167.45 196.527 1.58965 1.58965 0.000997009
167.45 196.527 1.58965 1.58965 0.000997009
169.411 196.527 1.58983 1.58983 0.00100813
169.411 196.527 1.58983 1.58983 0.00100813
171.371 196.527 1.59001 1.59001 0.00101925
171.371 196.493 1.59 1.59 0.00101925
173.332 196.493 1.59018 1.59018 0.00103036
173.332 196.46 1.59017 1.59017 0.00103036
175.293 196.46 1.59035 1.59035 0.00104142
175.685 196.46 1.59038 1.59038 0.00104364
175.685 196.46 1.59038 1.59038 0.00104364
178.038 196.46 1.59059 1.59059 0.00105689
178.038 196.46 1.59059 1.59059 0.00105689
180.391 196.46 1.5908 1.5908 0.00107013
180.391 196.426 1.59079 1.59079 0.00107013
182.743 196.426 1.59099 1.59099 0.00108333
182.743 196.426 1.591 1.591 0.00108333
185.096 196.426 1.5912 1.5912 0.00109651
185.096 196.392 1.5912 1.5912 0.00109651
187.449 196.392 1.5914 1.5914 0.00110964
187.449 196.392 1.5914 1.5914 0.00110964
189.802 196.392 1.59161 1.59161 0.00112275
189.802 196.392 1.59161 1.59161 0.00112275
192.155 196.392 1.59181 1.59181 0.00113585
192.155 196.392 1.59182 1.59182 0.00113585
194.508 196.392 1.59202 1.59202 0.00114894
194.508 196.392 1.59202 1.59202 0.00114894
196.86 196.392 1.59223 1.59223 0.00116199
196.86 196.392 1.59223 1.59223 0.00116199
199.213 196.392 1.59243 1.59243 0.00117503
199.213 196.392 1.59243 1.59243 0.00117503
201.566 196.392 1.59264 1.59264 0.00118804
201.566 196.358 1.59263 1.59263 0.00118804
203.919 196.358 1.59283 1.59283 0.00120104
203.919 196.358 1.59283 1.59283 0.00120104
206.272 196.358 1.59304 1.59304 0.00121403
206.272 196.358 1.59304 1.59304 0.00121403
208.625 196.358 1.59324 1.59324 0.001227
208.625 196.358 1.59324 1.59324 0.001227
210.977 196.358 1.59345 1.59345 0.00123993
210.977 196.358 1.59346 1.59346 0.00123993
213.33 196.358 1.59366 1.59366 0.00125287
213.33 196.358 1.59367 1.59367 0.00125287
215.683 196.358 1.59387 1.59387 0.0012658
215.683 196.358 1.59388 1.59388 0.0012658
218.036 196.358 1.59408 1.59408 0.00127873
218.036 196.358 1.59408 1.59408 0.00127873
220.389 196.358 1.59428 1.59428 0.00129163
220.389 196.358 1.5943 1.5943 0.00129163
222.741 196.358 1.5945 1.5945 0.00130456
222.741 196.325 1.59449 1.59449 0.00130456
225.094 196.325 1.59469 1.59469 0.00131745
225.565 196.325 1.59474 1.59474 0.00132003
225.565 196.291 1.59472 1.59472 0.00132003
228.388 196.291 1.59496 1.59496 0.00133546
228.388 196.291 1.59497 1.59497 0.00133546
231.212 196.291 1.59521 1.59521 0.00135087
231.212 196.291 1.59522 1.59522 0.00135087
233.612 196.291 1.59543 1.59543 0.00136397
233.612 196.291 1.59543 1.59543 0.00136397
236.011 196.291 1.59563 1.59563 0.00137703
236.011 196.291 1.59564 1.59564 0.00137703
238.411 196.291 1.59584 1.59584 0.00139009
238.411 196.257 1.59583 1.59583 0.00139009
240.811 196.257 1.59604 1.59604 0.00140311
240.811 196.223 1.59603 1.59603 0.00140311
243.211 196.223 1.59623 1.59623 0.00141613
243.211 196.223 1.59624 1.59624 0.00141613
245.611 196.223 1.59645 1.59645 0.00142915
245.611 196.19 1.59644 1.59644 0.00142915
248.011 196.19 1.59665 1.59665 0.00144217
248.011 196.156 1.59664 1.59664 0.00144217
250.411 196.156 1.59685 1.59685 0.00145517
250.411 196.088 1.59683 1.59683 0.00145517
252.811 196.088 1.59704 1.59704 0.00146818
252.811 196.088 1.59705 1.59705 0.00146818
255.211 196.088 1.59726 1.59726 0.00148116
255.211 196.055 1.59725 1.59725 0.00148116
257.61 196.055 1.59745 1.59745 0.00149413
257.61 196.021 1.59745 1.59745 0.00149413
260.01 196.021 1.59766 1.59766 0.00150713
260.01 195.954 1.59764 1.59764 0.00150713
262.41 195.954 1.59784 1.59784 0.00152009
262.41 195.886 1.59781 1.59781 0.00152009
264.81 195.886 1.59801 1.59801 0.00153303
264.81 195.785 1.59798 1.59798 0.00153303
267.21 195.785 1.59818 1.59818 0.00154594
267.69 195.785 1.59822 1.59822 0.00154852
267.69 195.65 1.59818 1.59818 0.00154852
270.57 195.65 1.59842 1.59842 0.00156396
270.57 195.583 1.59841 1.59841 0.00156396
273.45 195.582 1.59866 1.59866 0.00157939
273.45 195.549 1.59865 1.59865 0.00157939
276.33 195.549 1.59889 1.59889 0.00159479
276.33 195.549 1.59891 1.59891 0.00159479
279.209 195.549 1.59915 1.59915 0.00161016
279.209 195.515 1.59916 1.59916 0.00161016
282.089 195.515 1.5994 1.5994 0.00162551
282.089 195.481 1.59939 1.59939 0.00162551
284.969 195.481 1.59963 1.59963 0.00164082
284.969 195.481 1.59963 1.59963 0.00164082
287.849 195.481 1.59987 1.59987 0.0016561
287.849 195.481 1.59989 1.59989 0.0016561
290.729 195.481 1.60013 1.60013 0.00167137
290.729 195.346 1.60009 1.60009 0.00167137
293.609 195.346 1.60033 1.60033 0.00168663
293.609 195.346 1.60033 1.60033 0.00168663
294.695 195.346 1.60042 1.60042 0.00169238
294.695 195.346 1.60042 1.60042 0.00169238
295.618 195.346 1.6005 1.6005 0.00169727
295.618 195.245 1.60047 1.60047 0.00169727
296.541 195.245 1.60054 1.60054 0.00170215
296.726 195.245 1.60056 1.60056 0.00170313
296.726 195.211 1.60055 1.60055 0.00170313
297.542 195.211 1.60062 1.60062 0.00170745
297.542 195.144 1.60059 1.60059 0.00170745
298.359 195.144 1.60066 1.60066 0.00171176
298.359 195.077 1.60064 1.60064 0.00171176
299.175 195.077 1.60071 1.60071 0.00171607
299.339 195.077 1.60072 1.60072 0.00171693
299.339 195.077 1.60073 1.60073 0.00171693
300.318 195.077 1.60081 1.60081 0.0017221
300.514 195.077 1.60083 1.60083 0.00172314
300.514 195.043 1.60081 1.60081 0.00172314
301.69 195.043 1.60091 1.60091 0.00172934
301.925 195.043 1.60093 1.60093 0.00173058
301.925 195.009 1.60092 1.60092 0.00173058
303.336 195.009 1.60104 1.60104 0.00173803
303.618 195.009 1.60106 1.60106 0.00173951
303.618 195.009 1.60108 1.60108 0.00173951
305.311 195.009 1.60122 1.60122 0.00174844
305.65 195.009 1.60124 1.60124 0.00175023
305.65 194.908 1.60121 1.60121 0.00175023
307.681 194.908 1.60138 1.60138 0.00176094
308.087 194.908 1.60142 1.60142 0.00176308
308.087 194.84 1.6014 1.6014 0.00176308
310.525 194.84 1.6016 1.6016 0.00177588
311.013 194.84 1.60164 1.60164 0.00177844
311.013 194.773 1.60161 1.60161 0.00177844
313.938 194.773 1.60186 1.60186 0.00179376
313.938 194.672 1.60183 1.60183 0.00179376
316.864 194.672 1.60207 1.60207 0.00180906
316.864 194.672 1.60207 1.60207 0.00180906
319.789 194.672 1.60231 1.60231 0.00182434
319.848 194.672 1.60232 1.60232 0.00182465
319.848 194.571 1.60228 1.60228 0.00182465
320.433 194.571 1.60233 1.60233 0.0018277
322.832 194.571 1.60253 1.60253 0.0018402
322.832 194.469 1.60251 1.60251 0.0018402
325.816 194.469 1.60276 1.60276 0.00185577
325.816 194.469 1.60276 1.60276 0.00185577
328.8 194.469 1.60301 1.60301 0.00187134
328.859 194.469 1.60301 1.60301 0.00187165
328.859 194.368 1.60298 1.60298 0.00187165
329.456 194.368 1.60303 1.60303 0.00187476
331.903 194.368 1.60323 1.60323 0.0018875
331.903 194.233 1.60319 1.60319 0.0018875
334.947 194.233 1.60344 1.60344 0.00190331
335.555 194.233 1.60349 1.60349 0.00190647
335.555 194.166 1.60349 1.60349 0.00190647
339.208 194.166 1.60379 1.60379 0.0019254
339.938 194.166 1.60385 1.60385 0.00192918
339.938 193.997 1.6038 1.6038 0.00192918
344.321 193.997 1.60416 1.60416 0.00195186
345.198 193.997 1.60423 1.60423 0.0019564
345.198 193.862 1.60418 1.60418 0.0019564
350.457 193.862 1.60462 1.60462 0.00198355
350.457 193.727 1.60458 1.60458 0.00198355
355.716 193.727 1.60501 1.60501 0.00201065
355.716 193.592 1.60497 1.60497 0.00201065
360.187 193.592 1.60534 1.60534 0.00203367
360.187 193.525 1.60534 1.60534 0.00203367
364.657 193.525 1.6057 1.6057 0.00205668
364.657 193.424 1.60567 1.60567 0.00205668
369.128 193.424 1.60604 1.60604 0.00207964
370.022 193.424 1.60611 1.60611 0.00208423
370.022 193.255 1.60605 1.60605 0.00208423
375.387 193.255 1.60648 1.60648 0.00211173
375.387 193.12 1.60644 1.60644 0.00211173
376.848 193.12 1.60656 1.60656 0.00211922
376.848 193.053 1.60654 1.60654 0.00211922
378.091 193.053 1.60664 1.60664 0.00212559
378.091 192.985 1.60663 1.60663 0.00212559
379.333 192.985 1.60673 1.60673 0.00213194
379.358 192.985 1.60673 1.60673 0.00213207
379.358 192.951 1.60673 1.60673 0.00213207
379.607 192.951 1.60675 1.60675 0.00213334
380.626 192.951 1.60683 1.60683 0.00213856
380.626 192.817 1.60678 1.60678 0.00213856
381.893 192.817 1.60689 1.60689 0.00214503
382.147 192.817 1.60691 1.60691 0.00214633
382.147 192.749 1.60689 1.60689 0.00214633
383.667 192.749 1.60701 1.60701 0.00215409
383.972 192.749 1.60704 1.60704 0.00215564
383.972 192.682 1.60701 1.60701 0.00215564
385.797 192.682 1.60716 1.60716 0.00216495
386.162 192.682 1.60719 1.60719 0.00216681
386.162 192.614 1.60718 1.60718 0.00216681
388.352 192.614 1.60736 1.60736 0.00217798
388.79 192.614 1.60739 1.60739 0.00218021
388.79 192.547 1.60737 1.60737 0.00218021
391.418 192.547 1.60759 1.60759 0.00219358
391.943 192.547 1.60763 1.60763 0.00219625
391.943 192.412 1.60757 1.60757 0.00219625
395.097 192.412 1.60783 1.60783 0.00221225
395.728 192.412 1.60788 1.60788 0.00221545
395.728 192.277 1.60784 1.60784 0.00221545
399.512 192.277 1.60814 1.60814 0.00223464
400.269 192.277 1.6082 1.6082 0.00223848
400.269 192.075 1.60811 1.60811 0.00223848
404.81 192.075 1.60847 1.60847 0.00226136
405.718 192.075 1.60855 1.60855 0.00226593
405.718 191.838 1.60847 1.60847 0.00226593
411.168 191.838 1.60891 1.60891 0.00229338
412.258 191.838 1.609 1.609 0.00229887
412.258 191.501 1.60888 1.60888 0.00229887
418.797 191.501 1.6094 1.6094 0.00233169
420.105 191.501 1.60951 1.60951 0.00233825
420.105 191.366 1.60946 1.60946 0.00233825
427.952 191.366 1.61009 1.61009 0.0023775
427.952 191.198 1.61003 1.61003 0.0023775
435.8 191.198 1.61065 1.61065 0.00241657
435.8 190.624 1.61042 1.61042 0.00241657
443.647 190.624 1.61104 1.61104 0.00245548
443.647 190.388 1.61097 1.61097 0.00245548
451.494 190.388 1.6116 1.6116 0.00249433
451.494 190.321 1.61158 1.61158 0.00249433
457.164 190.321 1.61203 1.61203 0.00252234
457.164 190.085 1.61193 1.61193 0.00252234
460.646 190.085 1.61221 1.61221 0.00253949
460.646 189.983 1.61215 1.61215 0.00253949
463.606 189.983 1.61238 1.61238 0.00255403
463.606 189.815 1.61231 1.61231 0.00255403
466.565 189.815 1.61255 1.61255 0.00256857
467.157 189.815 1.6126 1.6126 0.00257147
467.157 189.579 1.6125 1.6125 0.00257147
470.709 189.579 1.61278 1.61278 0.00258892
471.419 189.579 1.61284 1.61284 0.00259241
471.419 189.275 1.61272 1.61272 0.00259241
475.681 189.275 1.61306 1.61306 0.00261327
476.533 189.275 1.61313 1.61313 0.00261744
476.533 188.87 1.61296 1.61296 0.00261744
481.647 188.87 1.61337 1.61337 0.00264243
481.75 188.87 1.61337 1.61337 0.00264293
481.75 188.634 1.61327 1.61327 0.00264293
482.772 188.634 1.61335 1.61335 0.00264792
486.966 188.634 1.61368 1.61368 0.00266836
486.966 188.466 1.6136 1.6136 0.00266836
492.182 188.466 1.61401 1.61401 0.00269373
493.226 188.466 1.61409 1.61409 0.00269879
493.226 188.128 1.61392 1.61392 0.00269879
499.486 188.128 1.61442 1.61442 0.0027291
500.738 188.128 1.61451 1.61451 0.00273516
500.738 187.521 1.6143 1.6143 0.00273516
508.249 187.521 1.6149 1.6149 0.00277146
508.249 187.251 1.6148 1.6148 0.00277146
514.634 187.251 1.61531 1.61531 0.00280231
514.634 187.116 1.61528 1.61528 0.00280231
517.967 187.116 1.61554 1.61554 0.00281839
517.967 186.914 1.61545 1.61545 0.00281839
521.3 186.914 1.61571 1.61571 0.00283444
521.3 186.745 1.61563 1.61563 0.00283444
524.633 186.745 1.61589 1.61589 0.00285046
524.7 186.745 1.6159 1.6159 0.00285078
524.7 186.476 1.61578 1.61578 0.00285078
525.366 186.476 1.61583 1.61583 0.00285398
528.1 186.476 1.61605 1.61605 0.00286711
528.1 186.24 1.61587 1.61587 0.00286711
531.499 186.24 1.61614 1.61614 0.00288334
532.179 186.24 1.61619 1.61619 0.00288658
532.179 185.936 1.61604 1.61604 0.00288658
536.259 185.936 1.61636 1.61636 0.00290602
537.075 185.936 1.61643 1.61643 0.0029099
537.075 185.531 1.61625 1.61625 0.0029099
541.97 185.531 1.61663 1.61663 0.00293312
542.949 185.531 1.61671 1.61671 0.00293775
542.949 185.396 1.61666 1.61666 0.00293775
548.824 185.396 1.61712 1.61712 0.00296555
548.824 185.194 1.61707 1.61707 0.00296555
553.817 185.194 1.61746 1.61746 0.00298919
553.817 185.059 1.61741 1.61741 0.00298919
558.062 185.059 1.61774 1.61774 0.00300916
558.062 184.958 1.6177 1.6177 0.00300916
561.669 184.958 1.61798 1.61798 0.00302614
561.669 184.89 1.61795 1.61795 0.00302614
565.277 184.89 1.61823 1.61823 0.0030431
565.277 184.789 1.61818 1.61818 0.0030431
568.885 184.789 1.61846 1.61846 0.00306005
569.606 184.789 1.61851 1.61851 0.00306343
569.606 184.553 1.61845 1.61845 0.00306343
573.936 184.553 1.61878 1.61878 0.00308374
574.022 184.553 1.61879 1.61879 0.00308414
574.022 184.385 1.61873 1.61873 0.00308414
574.888 184.385 1.6188 1.6188 0.00308821
578.438 184.384 1.61907 1.61907 0.00310486
578.438 184.182 1.61902 1.61902 0.00310486
582.854 184.182 1.61936 1.61936 0.0031256
582.854 184.047 1.61932 1.61932 0.0031256
587.27 184.047 1.61967 1.61967 0.0031463
588.153 184.047 1.61974 1.61974 0.00315043
588.153 183.879 1.61966 1.61966 0.00315043
593.452 183.879 1.62007 1.62007 0.00317516
594.512 183.879 1.62015 1.62015 0.0031801
594.512 183.71 1.62005 1.62005 0.0031801
600.871 183.71 1.62054 1.62054 0.0032097
602.143 183.71 1.62064 1.62064 0.00321561
602.143 183.508 1.62052 1.62052 0.00321561
609.773 183.508 1.62111 1.62111 0.00325095
611.299 183.508 1.62123 1.62123 0.00325801
611.299 182.968 1.62102 1.62102 0.00325801
620.456 182.968 1.62172 1.62172 0.00330011
622.287 182.968 1.62186 1.62186 0.00330852
622.287 182.833 1.62183 1.62183 0.00330852
624.832 182.833 1.62203 1.62203 0.00332019
624.832 182.766 1.62199 1.62199 0.00332019
626.996 182.766 1.62215 1.62215 0.0033301
626.996 182.766 1.62215 1.62215 0.0033301
628.59 182.766 1.62227 1.62227 0.0033374
628.59 182.732 1.62225 1.62225 0.0033374
630.184 182.732 1.62237 1.62237 0.0033447
630.184 182.732 1.62238 1.62238 0.0033447
631.778 182.732 1.6225 1.6225 0.003352
632.097 182.732 1.62253 1.62253 0.00335346
632.097 182.597 1.62244 1.62244 0.00335346
634.01 182.597 1.62259 1.62259 0.00336222
634.393 182.597 1.62262 1.62262 0.00336396
634.393 182.529 1.62259 1.62259 0.00336396
636.689 182.529 1.62277 1.62277 0.00337446
637.148 182.529 1.6228 1.6228 0.00337655
637.148 182.395 1.62275 1.62275 0.00337655
639.536 182.394 1.62293 1.62293 0.00338744
639.536 182.327 1.62293 1.62293 0.00338744
641.925 182.327 1.62311 1.62311 0.00339834
641.925 182.26 1.62309 1.62309 0.00339834
644.313 182.26 1.62327 1.62327 0.00340924
644.791 182.26 1.62331 1.62331 0.00341142
